iter	Passed	Remaining
456	826	982
457	828	980
458	830	978
459	831	976
460	832	973
461	834	971
462	836	969
463	837	967
464	838	965
465	840	962
466	841	960
467	843	958
468	844	956
469	846	954
470	847	952
471	849	949
472	850	947
473	852	945
474	853	943
475	855	941
476	856	939
477	858	937
478	859	934
479	860	932
480	862	930
481	864	928
482	865	926
483	867	924
484	868	922
485	870	920
486	871	918
487	873	916
488	874	913
489	875	911
490	877	909
491	878	907
492	879	904
493	881	902
494	883	900
495	884	898
496	886	896
497	887	894
498	889	892
499	890	890
500	892	888
501	893	886
502	895	884
503	897	882
504	898	880
505	900	879
506	902	877
507	903	875
508	904	872
509	906	870
510	907	868
511	909	866
512	910	864
513	912	862
514	913	860
515	914	858
516	916	855
517	917	853
518	919	851
519	920	849
520	922	847
521	923	845
522	925	843
523	926	841
524	928	840
525	929	837
526	931	835
527	932	833
528	934	831
529	935	829
530	936	827
531	938	825
532	939	823
533	941	821
534	942	819
535	944	817
536	946	815
537	947	813
538	949	812
539	950	810
540	952	808
541	954	806
542	955	804
543	957	802
544	959	800
545	961	799
546	962	797
547	963	795
548	965	793
549	966	791
550	968	789
551	969	786
552	971	785
553	972	783
554	974	781
555	975	779
556	977	777
557	978	775
558	980	773
559	982	771
560	983	769
561	984	767
562	986	765
563	988	763
564	989	761
565	990	759
566	992	757
567	993	755
568	994	753
569	996	751
570	997	749
571	999	747
572	1000	745
573	1001	743
574	1003	741
575	1004	739
576	1005	737
577	1007	735
578	1009	733
579	1010	731
580	1012	730
581	1013	728
582	1015	726
583	1016	724
584	1018	722
585	1020	720
586	1021	718
587	1023	716
588	1024	714
589	1025	712
590	1027	711
591	1028	709
592	1030	706
593	1031	705
594	1032	703
595	1034	701
596	1035	699
597	1037	697
598	1038	695
599	1039	693
600	1041	691
601	1042	689
602	1043	687
603	1045	685
604	1046	683
605	1048	681
606	1049	679
607	1051	677
608	1053	676
609	1055	674
610	1057	672
611	1058	671
612	1059	669
613	1061	667
614	1062	665
615	1064	663
616	1065	661
617	1067	659
618	1068	657
619	1069	655
620	1071	653
621	1072	652
622	1074	650
623	1075	648
624	1077	646
625	1078	644
626	1079	642
627	1080	640
628	1082	638
629	1083	636
630	1084	634
631	1086	632
632	1087	630
633	1088	628
634	1090	626
635	1091	624
636	1092	622
637	1094	620
638	1095	618
639	1096	616
640	1098	615
641	1099	613
642	1100	611
643	1101	609
644	1103	607
645	1104	605
646	1106	603
647	1107	601
648	1109	599
649	1110	597
650	1111	596
651	1113	594
652	1114	592
653	1116	590
654	1117	588
655	1119	586
656	1120	584
657	1121	583
658	1123	581
659	1124	579
660	1126	577
661	1127	575
662	1128	573
663	1130	572
664	1131	570
665	1133	568
666	1134	566
667	1135	564
668	1137	562
669	1138	560
670	1140	558
671	1141	557
672	1142	555
673	1144	553
674	1145	551
675	1147	549
676	1148	548
677	1150	546
678	1151	544
679	1153	542
680	1154	540
681	1155	538
682	1157	537
683	1158	535
684	1160	533
685	1161	531
686	1163	529
687	1164	528
688	1165	526
689	1167	524
690	1168	522
691	1170	520
692	1171	519
693	1173	517
694	1174	515
695	1175	513
696	1177	511
697	1180	510
698	1182	509
699	1183	507
700	1185	505
701	1186	503
702	1188	502
703	1189	500
704	1191	498
705	1192	496
706	1193	494
707	1195	493
708	1196	491
709	1198	489
710	1199	487
711	1201	485
712	1202	484
713	1204	482
714	1205	480
715	1206	478
716	1208	476
717	1209	475
718	1211	473
719	1212	471
720	1214	469
721	1215	468
722	1216	466
723	1218	464
724	1219	462
725	1221	460
726	1222	459
727	1224	457
728	1225	455
729	1227	453
730	1228	452
731	1229	450
732	1231	448
733	1233	446
734	1234	445
735	1235	443
736	1237	441
737	1238	439
738	1240	437
739	1241	436
740	1242	434
741	1244	432
742	1245	430
743	1247	429
744	1249	427
745	1250	425
746	1252	424
747	1254	422
748	1255	420
749	1257	419
750	1258	417
751	1260	415
752	1261	413
753	1263	412
754	1264	410
755	1266	408
756	1267	406
757	1269	405
758	1271	403
759	1272	401
760	1274	400
761	1276	398
762	1278	397
763	1280	395
764	1281	393
765	1283	392
766	1285	390
767	1287	388
768	1288	387
769	1290	385
770	1292	383
771	1294	382
772	1295	380
773	1297	378
774	1298	377
775	1300	375
776	1301	373
777	1302	371
778	1304	370
779	1306	368
780	1307	366
781	1308	364
782	1309	362
783	1311	361
784	1313	359
785	1314	357
786	1316	356
787	1317	354
788	1318	352
789	1320	351
790	1321	349
791	1323	347
792	1324	345
793	1325	344
794	1327	342
795	1328	340
796	1329	338
797	1330	336
798	1331	335
799	1332	333
800	1334	331
801	1335	329
802	1336	327
803	1338	326
804	1339	324
805	1340	322
806	1341	320
807	1343	319
808	1344	317
809	1345	315
810	1346	313
811	1347	312
812	1348	310
813	1349	308
814	1351	306
815	1352	304
816	1353	303
817	1354	301
818	1355	299
819	1356	297
820	1357	295
821	1358	294
822	1359	292
823	1360	290
824	1361	288
825	1361	286
826	1362	285
827	1364	283
828	1365	281
829	1366	279
830	1366	277
831	1368	276
832	1369	274
833	1369	272
834	1371	270
835	1372	269
836	1373	267
837	1374	265
838	1375	264
839	1376	262
840	1378	260
841	1379	258
842	1380	257
843	1381	255
844	1382	253
845	1384	251
846	1385	250
847	1386	248
848	1387	246
849	1388	245
850	1390	243
851	1391	241
852	1393	240
853	1394	238
854	1395	236
855	1396	234
856	1397	233
857	1398	231
858	1400	229
859	1401	228
860	1402	226
861	1403	224
862	1405	223
863	1406	221
864	1407	219
865	1408	217
866	1409	216
867	1410	214
868	1412	212
869	1413	211
870	1414	209
871	1415	207
872	1416	206
873	1417	204
874	1418	202
875	1419	200
876	1420	199
877	1421	197
878	1422	195
879	1423	194
880	1424	192
881	1425	190
882	1426	189
883	1427	187
884	1428	185
885	1429	183
886	1430	182
887	1431	180
888	1432	178
889	1434	177
890	1435	175
891	1436	173
892	1437	172
893	1438	170
894	1439	168
895	1440	167
896	1442	165
897	1443	163
898	1444	162
899	1445	160
900	1446	158
901	1447	157
902	1448	155
903	1449	153
904	1450	152
905	1451	150
906	1452	148
907	1453	147
908	1454	145
909	1456	144
910	1457	142
911	1459	140
912	1460	139
913	1461	137
914	1462	135
915	1463	134
916	1464	132
917	1465	130
918	1466	129
919	1468	127
920	1469	126
921	1470	124
922	1471	122
923	1472	121
924	1473	119
925	1474	117
926	1475	116
927	1476	114
928	1477	112
929	1478	111
930	1479	109
931	1479	107
932	1480	106
933	1481	104
934	1482	103
935	1483	101
936	1484	99
937	1485	98
938	1486	96
939	1487	94
940	1488	93
941	1489	91
942	1490	90
943	1491	88
944	1492	86
945	1493	85
946	1494	83
947	1495	82
948	1496	80
949	1498	78
950	1499	77
951	1500	75
952	1501	74
953	1502	72
954	1503	70
955	1504	69
956	1505	67
957	1506	66
958	1507	64
959	1508	62
960	1509	61
961	1510	59
962	1511	58
963	1512	56
964	1513	54
965	1514	53
966	1515	51
967	1516	50
968	1517	48
969	1519	46
970	1520	45
971	1521	43
972	1522	42
973	1523	40
974	1524	39
975	1525	37
976	1527	35
977	1528	34
978	1529	32
979	1530	31
980	1531	29
981	1532	28
982	1533	26
983	1534	24
984	1536	23
985	1537	21
986	1538	20
987	1539	18
988	1540	17
989	1542	15
990	1543	14
991	1544	12
992	1545	10
993	1546	9
994	1547	7
995	1548	6
996	1549	4
997	1550	3
998	1551	1
999	1553	0
