iter	Passed	Remaining
721	1375	529
722	1376	527
723	1378	525
724	1380	523
725	1381	521
726	1382	519
727	1384	517
728	1385	515
729	1387	513
730	1388	511
731	1390	508
732	1391	506
733	1393	504
734	1395	503
735	1396	500
736	1398	498
737	1399	496
738	1401	495
739	1403	493
740	1404	491
741	1406	488
742	1408	487
743	1410	485
744	1411	483
745	1412	481
746	1414	479
747	1416	477
748	1417	475
749	1419	473
750	1421	471
751	1423	469
752	1425	467
753	1426	465
754	1427	463
755	1429	461
756	1431	459
757	1433	457
758	1434	455
759	1436	453
760	1438	451
761	1440	449
762	1442	447
763	1443	445
764	1445	444
765	1447	442
766	1449	440
767	1450	438
768	1452	436
769	1454	434
770	1455	432
771	1457	430
772	1458	428
773	1460	426
774	1461	424
775	1463	422
776	1464	420
777	1465	418
778	1466	416
779	1468	414
780	1470	412
781	1471	410
782	1472	408
783	1473	406
784	1475	404
785	1476	402
786	1478	400
787	1480	398
788	1482	396
789	1484	394
790	1485	392
791	1487	390
792	1488	388
793	1490	386
794	1492	384
795	1493	382
796	1495	380
797	1496	378
798	1498	376
799	1499	374
800	1501	373
801	1503	371
802	1504	369
803	1506	367
804	1508	365
805	1509	363
806	1511	361
807	1512	359
808	1514	357
809	1516	355
810	1517	353
811	1519	351
812	1521	350
813	1523	348
814	1524	346
815	1526	344
816	1528	342
817	1530	340
818	1531	338
819	1533	336
820	1534	334
821	1536	332
822	1538	330
823	1539	328
824	1541	326
825	1542	324
826	1544	323
827	1545	321
828	1547	319
829	1548	317
830	1550	315
831	1551	313
832	1553	311
833	1554	309
834	1556	307
835	1557	305
836	1559	303
837	1560	301
838	1562	299
839	1563	297
840	1565	296
841	1567	294
842	1568	292
843	1569	290
844	1571	288
845	1573	286
846	1574	284
847	1576	282
848	1577	280
849	1579	278
850	1581	276
851	1583	274
852	1584	273
853	1585	271
854	1587	269
855	1589	267
856	1591	265
857	1592	263
858	1595	261
859	1597	260
860	1598	258
861	1600	256
862	1602	254
863	1603	252
864	1605	250
865	1606	248
866	1607	246
867	1609	244
868	1611	242
869	1612	240
870	1614	239
871	1615	237
872	1617	235
873	1618	233
874	1620	231
875	1621	229
876	1623	227
877	1625	225
878	1626	223
879	1628	222
880	1629	220
881	1630	218
882	1632	216
883	1634	214
884	1635	212
885	1637	210
886	1639	208
887	1641	207
888	1642	205
889	1644	203
890	1645	201
891	1647	199
892	1649	197
893	1650	195
894	1651	193
895	1653	191
896	1654	189
897	1656	188
898	1657	186
899	1659	184
900	1660	182
901	1662	180
902	1664	178
903	1665	176
904	1666	174
905	1668	173
906	1670	171
907	1672	169
908	1674	167
909	1675	165
910	1676	163
911	1678	161
912	1680	160
913	1682	158
914	1683	156
915	1685	154
916	1687	152
917	1688	150
918	1689	148
919	1691	147
920	1693	145
921	1694	143
922	1695	141
923	1697	139
924	1698	137
925	1700	135
926	1701	134
927	1703	132
928	1705	130
929	1706	128
930	1708	126
931	1709	124
932	1711	122
933	1712	121
934	1713	119
935	1715	117
936	1717	115
937	1718	113
938	1719	111
939	1721	109
940	1723	108
941	1725	106
942	1726	104
943	1728	102
944	1729	100
945	1731	98
946	1733	97
947	1735	95
948	1737	93
949	1739	91
950	1741	89
951	1742	87
952	1744	86
953	1746	84
954	1747	82
955	1749	80
956	1750	78
957	1751	76
958	1753	74
959	1754	73
960	1755	71
961	1757	69
962	1758	67
963	1761	65
964	1762	63
965	1764	62
966	1766	60
967	1768	58
968	1770	56
969	1772	54
970	1774	52
971	1776	51
972	1778	49
973	1779	47
974	1781	45
975	1783	43
976	1785	42
977	1787	40
978	1789	38
979	1791	36
980	1792	34
981	1794	32
982	1795	31
983	1797	29
984	1799	27
985	1800	25
986	1802	23
987	1803	21
988	1805	20
989	1807	18
990	1808	16
991	1810	14
992	1811	12
993	1813	10
994	1815	9
995	1816	7
996	1817	5
997	1818	3
998	1820	1
999	1822	0
